id,title,link,pubDate,resume,creator,source
186,CoinCorner And Lolly Partner To Introduce Bitcoin Payments Alongside Traditional Methods,https://bitcoinmagazine.com/business/coincorner-and-lolly-partner-to-introduce-bitcoin-payments-alongside-traditional-methods,"Thu, 24 Aug 2023 20:38:22 GMT",Customers now have the option to pay for their purchases using Bitcoin alongside conventional cash and card methods at all Lolly tills and kiosks.,Nik Hoffman,bitcoinmagazine
187,Blockstream's Core Lightning Integrates Splicing Feature,https://bitcoinmagazine.com/business/blockstreams-core-lightning-integrates-splicing-feature,"Thu, 24 Aug 2023 17:38:58 GMT","The new feature enables liquidity changes to Lightning channels, addressing historical pain points surrounding transaction throughput and liquidity constraints.",Nik Hoffman,bitcoinmagazine
188,Shareholder Campaign Fights To Reclaim Customer Bitcoin In Grayscale Lawsuit,https://bitcoinmagazine.com/legal/grayscale-lawsuit-fights-to-reclaim-customer-bitcoin,"Thu, 24 Aug 2023 13:00:00 GMT",Grayscale faces a lawsuit for allegedly mismanaging their Grayscale Bitcoin Trust as well as conflicts of interest. Shareholders are invited to join the case.,Craig Deutsch,bitcoinmagazine
189,Transaction Rails Are The New Frontline As The State Fights Bitcoin Insurgence ,https://bitcoinmagazine.com/culture/bitcoin-must-become-a-medium-of-exchange-to-survive,"Thu, 24 Aug 2023 12:00:00 GMT","As the State fights financial privacy in earnest, Bitcoin must become a functional medium of exchange or risk cyber isolation.",William E. Stebbins Jr.,bitcoinmagazine
190,Bitcoin ATM Company ByteFederal Officially Launches In Australia,https://bitcoinmagazine.com/business/bitcoin-atm-company-bytefederal-officially-launches-in-australia,"Wed, 23 Aug 2023 22:29:02 GMT","To commemorate its launch, ByteFederal Australia is offering limited-time promotions for new users to embark on their Bitcoin journey.",Nik Hoffman,bitcoinmagazine
191,Machankura’s Noelyne Sumba Discusses The Power Of Putting Bitcoin On Africa’s Feature Phones ,https://bitcoinmagazine.com/culture/how-machankura-spread-bitcoin-through-africa-feature-phones,"Wed, 23 Aug 2023 12:00:00 GMT","In this interview, Noelyne Subma of Machankura recounts her Bitcoin journey and explains why Africa needs bitcoin access without the internet.",Becca Bratcher,bitcoinmagazine
192,Unchained Surges With 170% Growth in Bitcoin Loan Activity During The First Half of 2023  ,https://bitcoinmagazine.com/business/unchained-surges-with-170-growth-in-bitcoin-loan-activity-during-the-first-half-of-2023,"Tue, 22 Aug 2023 14:00:00 GMT","The company also saw a 88% spike in institutional and corporate accounts, as well as a 260% surge in its inheritance service clientele.",Nik Hoffman,bitcoinmagazine
193,"Less Is More For Driving Bitcoin Adoption: Come For The Curiosity, Stay For The Revolution ",https://bitcoinmagazine.com/culture/how-a-minimum-viable-approach-could-drive-bitcoin-adoption,"Tue, 22 Aug 2023 12:00:00 GMT",Educators need a “minimum-viable knowledge” framework to help newcomers appreciate what Bitcoin offers them.,Dave Birnbaum,bitcoinmagazine
194,Bitcoin Volatility Returns With 15% Drop,https://bitcoinmagazine.com/markets/bitcoin-volatility-returns-with-massive-bitcoin-price-drop,"Mon, 21 Aug 2023 19:14:18 GMT","After a prolonged period of muted volatility, the bitcoin price had a violent swing to the downside, clearing more open interest than the FTX collapse.",Dylan LeClair,bitcoinmagazine
195,Genesis Digital Assets Expands Bitcoin Mining Capacity In Sweden,https://bitcoinmagazine.com/business/genesis-digital-assets-expands-bitcoin-mining-capacity-in-sweden,"Mon, 21 Aug 2023 13:00:00 GMT","The data center's capacity is 8 megawatts, with plans for further expansion in the near future.",Nik Hoffman,bitcoinmagazine
196,Nodal Power Secures $13 Million Seed Round To Drive Renewable Energy Transformation At Landfills,https://bitcoinmagazine.com/business/nodal-power-secures-13-million-seed-round-to-drive-renewable-energy-transformation-at-landfills,"Mon, 21 Aug 2023 12:00:00 GMT","Nodal Power secures $13 million to cut landfill methane, generate renewable energy, and power innovative data centers.",Nik Hoffman,bitcoinmagazine
197,Nostr Ensures A Free Internet For The Future ,https://bitcoinmagazine.com/culture/how-nostr-breaks-the-vicious-cycles-of-social-media,"Mon, 21 Aug 2023 12:00:00 GMT",Nostr is an emerging open-source tool that can ensure free communication without censorship from Big Tech corporations or governments.,Trey Walsh,bitcoinmagazine
198,Discovering Freedom: A Ride Of Passage With Bitcoiners ,https://bitcoinmagazine.com/culture/preview-a-tour-of-thailand-designed-for-bitcoiners,"Fri, 18 Aug 2023 12:00:00 GMT","Bitcoiners, a community of people who share open-mindedness and an appreciation for sovereignty, can grow from an adventure in Thailand.",Captain Sidd,bitcoinmagazine
199,"Trezor Expands Privacy Features, Introduces Coinjoin For Trezor Model One  ",https://bitcoinmagazine.com/business/trezor-expands-privacy-features-introduces-coinjoin-for-trezor-model-one,"Thu, 17 Aug 2023 16:25:29 GMT","Trezor Model One introduces coinjoin, enhancing Bitcoin transaction privacy and security for all users.",Nik Hoffman,bitcoinmagazine
200,Bitcoin Magazine Books Announces New Release: 'Fiat Ruins Everything' By Jimmy Song,https://bitcoinmagazine.com/bitcoin-books/bitcoin-magazine-books-releases-fiat-ruins-everything,"Thu, 17 Aug 2023 13:50:00 GMT",Bitcoin Magazine Books adds a new author in its growing lineup. This title explores various forms of fiat debasement and how Bitcoin offers a glimmer of hope.,Craig Deutsch,bitcoinmagazine
201,"What is Soft Money? Definition, Comparison to Hard Money",https://bitcoinmagazine.com/guides/soft-money,"Thu, 17 Aug 2023 13:02:52 GMT","Soft money is a type of money, like paper currency or fiat money, which is easy to create and stands in contrast with hard money, like gold, silver and Bitcoin.",Bitcoin Magazine,bitcoinmagazine
202,The Worst Ways To Lose Your Bitcoin ,https://bitcoinmagazine.com/culture/avoid-these-mistakes-or-lose-your-bitcoin,"Thu, 17 Aug 2023 12:00:00 GMT","There are plenty of horror stories describing how unsuspecting holders have lost their bitcoin. Avoid them, or pay the price.",Konstantin Rabin,bitcoinmagazine
203,Educational Project For Private Bitcoin Transactions Coinjoins.org Has Officially Launched,https://bitcoinmagazine.com/business/educational-project-for-private-bitcoin-transactions-coinjoins-org-has-officially-launched,"Thu, 17 Aug 2023 11:00:00 GMT","Contributors to Wasabi Wallet, a popular Bitcoin privacy tool, announce an open source educational project to progress collaborative Bitcoin transactions.",Mark Goodwin,bitcoinmagazine
204,BitGo Raises $100 Million Series C Funding At $1.75 Billion Valuation,https://bitcoinmagazine.com/business/bitgo-raises-100-million-series-c-funding-at-1-billion-valuation,"Wed, 16 Aug 2023 17:34:12 GMT",The funding to be used to pursue strategic acquisitions and further consolidate its position as one of the most trusted wallet and security infrastructure providers.,Nik Hoffman,bitcoinmagazine
205,Bitcoin Magazine Donates Third ‘Historic Cover’ to Ordinals Institute ,https://bitcoinmagazine.com/culture/bitcoin-magazine-donates-third-historic-cover-to-ordinals-institute,"Wed, 16 Aug 2023 14:00:00 GMT",Bitcoin Magazine donates one of its prized one-of-one Historic Cover Ordinals to the newly launched Ordinals Institute to support development on Bitcoin.,Bitcoin Magazine,bitcoinmagazine
206,The SEC Needs To ‘Take The Win’ And Approve BlackRock’s Bitcoin ETF ,https://bitcoinmagazine.com/culture/its-time-for-an-approved-spot-bitcoin-etf-in-the-us,"Wed, 16 Aug 2023 12:00:00 GMT","As the world’s largest asset manager looks to offer a spot ETF based on bitcoin, U.S. regulators have little choice but to approve it.",Dave Weisberger,bitcoinmagazine
207,Digital Energy Council Launches Championing Synergy Between Energy and Bitcoin & Crypto Mining,https://bitcoinmagazine.com/business/digital-energy-council-launches-championing-synergy-between-energy-and-bitcoin-crypto-mining,"Tue, 15 Aug 2023 21:00:00 GMT","The non-profit advocacy group aims to promote responsible energy development, grid resilience, and economic growth through Bitcoin and crypto mining.",Nik Hoffman,bitcoinmagazine
208,Blockstream Launches ‘BASIC Note’ To Capitalize On Anticipated ASIC Market Recovery,https://bitcoinmagazine.com/business/blockstream-banks-on-asic-market-recovery-with-basic-note,"Tue, 15 Aug 2023 14:00:00 GMT",Blockstream teams up with STOKR to create an investment offering via the Liquid network that aims to purchase low-priced ASICs to resell during the bull market.,Craig Deutsch,bitcoinmagazine
209,Europe's First Spot Bitcoin ETF Now Listed On Euronext Amsterdam  ,https://bitcoinmagazine.com/markets/europes-first-spot-bitcoin-etf-now-listed-on-euronext-amsterdam,"Tue, 15 Aug 2023 12:05:22 GMT","Less than a week after the SEC delayed its decision on a spot Bitcoin ETF approval, Europe launches its first.",Nik Hoffman,bitcoinmagazine
210,Your Financial Privacy Is Under Attack: How State-Sponsored Attacks On Bitcoin Are Growing  ,https://bitcoinmagazine.com/culture/state-sponsored-attacks-on-bitcoin-privacy-are-growing,"Tue, 15 Aug 2023 12:00:00 GMT",New legislative efforts to consolidate financial power and legal attacks on Bitcoin users demonstrate the need to develop privacy tools.,Kudzai Kutukwa,bitcoinmagazine
211,Orange Pill App Secures $250k In Pre-Seed Funding To Shape The Bitcoin Social Layer  ,https://bitcoinmagazine.com/business/orange-pill-app-secures-250k-in-pre-seed-funding-to-shape-the-bitcoin-social-layer,"Mon, 14 Aug 2023 20:39:31 GMT",Orange Pill App secures $250k pre-seed funding to pioneer real-world Bitcoin connections.,Nik Hoffman,bitcoinmagazine
212,Bitcoin Frontier Fund Debuts Revolutionary Ordinals Accelerator ,https://bitcoinmagazine.com/business/bitcoin-frontier-fund-debuts-first-ordinals-accelerator,"Mon, 14 Aug 2023 14:30:00 GMT","Bitcoin Frontier Fund launches pioneer Ordinals-focused accelerator, aiming to drive ecosystem growth and empower Bitcoin's adoption.",Namcios,bitcoinmagazine
213,CBDCs: The Ultimate Corruption Of Money ,https://bitcoinmagazine.com/culture/cbdcs-are-the-ultimate-corruption-of-money,"Mon, 14 Aug 2023 12:00:00 GMT","Central bank digital currencies (CBDCs) would further corrupt fiat money, eroding purchasing power and increasing censorship.",Josef Tětek,bitcoinmagazine
214,"Human Action, Not Political Action: The Individual's Role In Bitcoin's Revolution",https://bitcoinmagazine.com/culture/us-presidential-support-for-bitcoin-wont-be-enough,"Sun, 13 Aug 2023 12:00:00 GMT",“Politics promises change yet coerces through centralized power. We must go beyond this illusion and act outside the system.”,Michael Matulef,bitcoinmagazine
215,SEC Delays ARK Invest And 21 Shares Spot Bitcoin ETF Application,https://bitcoinmagazine.com/markets/sec-delays-ark-invest-and-21-shares-spot-bitcoin-etf-application,"Fri, 11 Aug 2023 15:57:52 GMT",The next decision date for the SEC on the application is scheduled for this November.,Nik Hoffman,bitcoinmagazine
216,Could Bitcoin Be Our Best Chance To Mitigate Runaway Methane Emissions? ,https://bitcoinmagazine.com/culture/bitcoin-is-the-best-way-to-mitigate-runaway-methane-emissions,"Fri, 11 Aug 2023 14:10:33 GMT",An environmentalist and climate tech investor recounts his personal discovery that Bitcoin is our most powerful tool to save the planet.,Daniel Batten,bitcoinmagazine
217,Bitcoin Wallet Xverse Secures $5 Million Seed Funding Led by Jump Crypto,https://bitcoinmagazine.com/business/bitcoin-wallet-xverse-secures-5-million-seed-funding-led-by-jump-crypto,"Thu, 10 Aug 2023 13:00:00 GMT","Bitcoin wallet Xverse secures $5 million in funding, aiming to accelerate advanced features around Ordinals and scaling solutions.",Nik Hoffman,bitcoinmagazine
218,BlackRock Vs. The Bitcoin Maxis: Is BTC Money Or A Store Of Value?,https://bitcoinmagazine.com/culture/is-bitcoin-money-or-a-store-of-value,"Thu, 10 Aug 2023 12:00:00 GMT","As financial institutions like BlackRock embrace bitcoin-focused financial products, are they missing the potential BTC has as money?",Christopher Louis Tsu,bitcoinmagazine
223,A Big Thanks to Recent Translators,https://bitcoin.org/en/posts/thanks-to-recent-translators.html,"Fri, 07 Sep 2018 00:00:00 +0000","Acknowledging Recent Translators

Thanks to a sponsorship from Paxful,
the following volunteer translators who have been the most active contributors
in recent months are being given bitcoin for their efforts:
Abegi
FrancescoGalati
JurgenH
Kasvain
Komodorpudel
Kruell233
MedMus
Rasakila
Thalesfcastro
Vinifire
YummyPT
alanst
alexandra.cg15
bernat
buren
chrisper
cocoklogi
crynvestor
dalovar
def1ne
echo4py
enriquecartagena
excess
fjrojasgarcia
hzxswyg
icarius
isty98
karin.garri
klicman
learningis1st
luggi5711
manuelarodsilva
mariofgf14
mateusnds
mjglqw
mreza73
natsam
nedved
paolobaz
peto.juhasz
pryds
quellobiondo
rodlin
simonLimon
sitthykun
trior
vit05
Василий33
A big thanks goes to these volunteers. Their work behind the scenes shouldn’t
go unnoticed, and we dedicate this blog post to recognizing them.
Each month, more and more people all around the world are hearing, reading and
learning more about Bitcoin. Seeing a business with a “Bitcoin accepted here”
sign may not be something rare for some of us anymore… but it still is for
many in a lot of places. Even though Bitcoin adoption is spreading like
wildfire, we haven’t even scratched the surface of what could be possible. In
order for knowledge to spread, information has to be freed to transmit easily
from person to person, across borders, across languages, between cultures,
philosophies, religions and ideologies. Some people say we are all Satoshi,
now. For that to ring true, we must find our voice to speak, spread and support
Bitcoin as one.
There have been tens of millions of visitors to Bitcoin.org this year alone.
About half of them speak English. The rest are millions of visitors
speaking all kinds of other languages from across the globe. For them, we rely
on volunteer translators - like the above individuals - people who translate
Bitcoin.org into their own native languages so that when people who speak them
come to Bitcoin.org, the site displays by default in their own native tongue.
There are currently 70 languages in various states of translation, 27 of which
have reached states of completion that have enabled them to be added to
Bitcoin.org. In addition, earlier this year, the developer documentation was
ported so that it could also start to be translated into other languages. It’s
important that we provide a way to help a new generation of Bitcoin developers
in non English-speaking countries learn more about Bitcoin on a technical
level, to help foster the development of new products and services, for the
people in their communities who are already interested in using it.
As one of the most visited Bitcoin websites, translating Bitcoin.org is a great
way to help Bitcoin continue to spread.
If you want to be like one of the people above and join the effort, learn how to get started.
A special thanks also goes to Simon AKA “Komodorpudel” who has spent a lot of
time co-organizing various translation-related efforts. Thank you, Simon. Lastly,
but not least, to Transifex, for graciously providing
enterprise-grade localization services to support Bitcoin.org.",,bitcoin
